candidate,run_date,row_index,source_asset_id,expected_pot_number,detected_numbers,detected_count,match,image_missing,ocr_text_preview
left_tall,2026-02-28,78,AF1QipMHqWeE93q9Ovs7OXkLreQyw8t1TVWR_HfNzrv1,20,"1,3",2,0,0,"he RES RES Pm REE US Sep eri gg hy ay ARE EES ANON co Ser NOS Re ae Sere Ane ree 1 YR NE Oa hago FR “ay a || ‘ey. ae SATS Lote AMS Ee a re wer Bas a4 ive ean ae. SP adn, wet F a> a"
right_tall,2026-02-28,78,AF1QipMHqWeE93q9Ovs7OXkLreQyw8t1TVWR_HfNzrv1,20,"7,4,3,2,5",5,0,0,"SY ANNO eat eg | eal URE MLL ee Sane aa . By oe Sey es a cate 7 “ Yi 4 { ae aera PI oh NES eC BN A Seo hE ats te De at, Wee ety p oe J —r! Tae y N AST aS S., v ses he praee a (aoe "
wide_tall,2026-02-28,78,AF1QipMHqWeE93q9Ovs7OXkLreQyw8t1TVWR_HfNzrv1,20,"4,5,3,31",4,0,0,ey REM TEC STE GS ee ely a Gt ars BN pet LES Pe Edt gh pee FE a2 ie SAS 4 RGR aes ee ee he Rees oe = Ree SV NEVASS f Per AU eet oe) fee ANS. Se A S sa aR ee aS A e550 te iA Sar es:
narrow_top,2026-02-28,78,AF1QipMHqWeE93q9Ovs7OXkLreQyw8t1TVWR_HfNzrv1,20,"3,6,4,7",4,0,0,"yaa 3\ Neeser pos Se NASELY, Oe ee shee Ps he eee oR Cn wceere ae ae aan WAC S a gy? ak BESSA EAD || aS o4 ar Eade “6 ris OAR Se! nt Re x xixg, t. =O * aay ws “4 fe, aN * ies ax w4"
broad_top,2026-02-28,78,AF1QipMHqWeE93q9Ovs7OXkLreQyw8t1TVWR_HfNzrv1,20,"1,4,2,3,8,23,40,5",8,0,0,"A OMA ARC EEL eee Wats Re eT poe ee Se eos a Nano So hee SCRE Se Na aS PEGA UNS Sat ae aR LR Sota) Bee S ate ate ELD AO el BG 1, Fj wena te feneerar & - : ‘ FERS Mae RL ae NN SS Wa"
baseline,2026-02-28,79,AF1QipNG6W0i17Q-VM-w6wkrd8SPa1f4hLgktZhrqvPZ,21,"5,4,2,12",4,0,0,"ANS BEL, LR eee oF Wie Cart Fe 5 Fs SUNRS Regie Riese VA s PEER EOS + ah aoe Wa ‘ afd Py %, ee Sie? Cae \ 4 “* . Ne rae) Wed 4 tar AY Ace nat Oe ae : 2S Pears Ne uy TNS Reaves) 2 \"
wide_lower,2026-02-28,79,AF1QipNG6W0i17Q-VM-w6wkrd8SPa1f4hLgktZhrqvPZ,21,"4,3,7,9,8,23,12",7,0,0,CLS TSN DEES LRA Mele ey 4 Se Herne? Sy ees Rite aR RCS Zep ASS PON. epee es nog TEN tp ee RAN Tee he og EA Aes 3 : Teh Meee Weert VW oe “. Set: he _ Y £ St Ot ara ‘< ce yo ete XE 
center_tall,2026-02-28,79,AF1QipNG6W0i17Q-VM-w6wkrd8SPa1f4hLgktZhrqvPZ,21,"7,2,34,3,4,23,12",7,0,0,"Rr SEAN ries a PtP AS ean OW AA om EES Pan Maaco 7 A ee SE ONES NES = acusuee \AWES Sea eee iS eget ARS ENGR Rae So ay Se Ga hee eS, oe A : wat a - ) Bee ii : | ——w yw fl eee } oR "
left_tall,2026-02-28,79,AF1QipNG6W0i17Q-VM-w6wkrd8SPa1f4hLgktZhrqvPZ,21,"2,4,9,7,20,8,23,12",8,0,0,Sete le * fF. Sash Ref ope. [ee PN Sa ee . ok tsa : Fe CMA? gn . $ORGS PRO RESIN ENE Sch : ry RNA Sr Shes yee nat A : Sige PRES ae BSR a i) > a! | SORE CER = Gol gir LEAT ASE AND S
right_tall,2026-02-28,79,AF1QipNG6W0i17Q-VM-w6wkrd8SPa1f4hLgktZhrqvPZ,21,"2,28,8,3,4,12",6,0,0,Fp ae ¥ LA eY Oe RES Oe x Bs ete ee met ye halid © AS Sng Note en en ieee a) Be Siete wae Ye pees?” oe es ey NN i ye wy AX AAS in SEES MAGA AS ES A Ee xe - : ; ae bia re : ae eB aT
wide_tall,2026-02-28,79,AF1QipNG6W0i17Q-VM-w6wkrd8SPa1f4hLgktZhrqvPZ,21,"1,2,5,7,4,3,8,23,12",9,0,0,"BART > ee eee ees, F {¥ Peary pemmereig: <o Aeocancey AS tes ee ep Be Steen BOER SINE Eat Nip Nag oorkly. I Fa : SRE REE ie NCTE TAN es, REECE CRN \\ NE Co Shen mete ys, educa act "
narrow_top,2026-02-28,79,AF1QipNG6W0i17Q-VM-w6wkrd8SPa1f4hLgktZhrqvPZ,21,"7,2,12,3,8,1,4",7,0,0,"- -, ~~ . ‘ ey ar A . . ay oe owes Pent <i a. aN ne TA et caer aes Mek re aes Bea & Deere Det a ES 7 MRR eRe rh AN Roe en Ra Any ie are iw) oat AS aac eye SRY} ae Ore aes RA ES AON"
broad_top,2026-02-28,79,AF1QipNG6W0i17Q-VM-w6wkrd8SPa1f4hLgktZhrqvPZ,21,"8,2,1,6,3,23,4,9,12",9,0,0,Se eee oe LP hc eT on VAST ES FO ROR Wee ooo et QE ees Seas eck rete ANA ar EAA S owe ARS ie eee S Wee be Ne Sear fees)? Rea ak aay OV. hep eS SNS BS 8 ROVE a eee NA REE eed - 2 eo
baseline,2026-02-28,80,AF1QipPTRenQMhPx39xK37cc9nA5xBE66nR9bwAbJES1,22,"5,7,4,3,34,2",6,0,0,"jp we® te wee He"" fo Sess cr Hele she Wie 5 ee fee /7* Sie AER ees \> Neg iis We Sees: aa a ne os s ee a Ry Ween Ses Se IRN OE ee TAS NTA eS 4 a Lao, f ae eet mai y, meme Sage Lae!"
wide_lower,2026-02-28,80,AF1QipPTRenQMhPx39xK37cc9nA5xBE66nR9bwAbJES1,22,"7,3,2,22,5,4",6,1,0,"-— re oe + oped fo oD ot Gols & Si. ved oe . Oo Hrsg ANY ADAIR : PORES RE RR ns geet Neg OIE 7 , yi wt fa os 7 . XN ’ A De cal Wes He See, Peres axe"" 7! Nee peasants Fe VR ye ie RY"
center_tall,2026-02-28,80,AF1QipPTRenQMhPx39xK37cc9nA5xBE66nR9bwAbJES1,22,"2,7,4,3,1,5",6,0,0,"wt. ae naar WE. Sain Dane eae ee ee, SPURS Seay Dali NOS aes Oe Pr AAS Drak SRA Rar es Mire te BER: eee Se ans _—_——— a ‘- ""soe nee ye, _ 0 arene ce ‘? a aaa || wel! ow ates Cone a"
left_tall,2026-02-28,80,AF1QipPTRenQMhPx39xK37cc9nA5xBE66nR9bwAbJES1,22,"7,2,3,4,5",5,0,0,"_ oe ot * na wo a oe Te ee Boe, ~ 7> eA at! wee 2 er fd Ge Me BE ONG eN } he had re EE BLN Merce i ee yaa pe Pat Pe ee Nason ans Po ee ete Ae age ea pate Od LEAS url, hs vee Qe ees"
right_tall,2026-02-28,80,AF1QipPTRenQMhPx39xK37cc9nA5xBE66nR9bwAbJES1,22,"3,4,2,1,25,5,23",7,0,0,"pec a fo EY RAGES or Ak CARS an ye, eREA Nanos e SESS APT REN San a RR RET Cone . EX 3 petits hres As Nas, wie Rat cnn a . ere ate mate ree Rigen ea BN . at wok Magee: erie , # ee "
wide_tall,2026-02-28,80,AF1QipPTRenQMhPx39xK37cc9nA5xBE66nR9bwAbJES1,22,"7,5,2,4,1,3,25",7,0,0,"we ee hee cer Acoma email ere ry a eect no ee Sele A aT ee me mts . rn ae pn fre we ea oA 7. aS na syle : ees a a Tt See want ee ory oy A = PRI, | NR aS eee vs Ms on BREE Po Cree e"
narrow_top,2026-02-28,80,AF1QipPTRenQMhPx39xK37cc9nA5xBE66nR9bwAbJES1,22,"1,8,2,4,5,3",6,0,0,"Poe ei een Wh Tepe GONE: 1 \ ES Seg wats sy Tipe So 8 pare eee. || aww. PANE Y oh Be IO se oe ees + ty ve La Serer, — wei ata + fe ane = wee fy as NS — ~ mw cee ee ae “, 2 bar oxo."
broad_top,2026-02-28,80,AF1QipPTRenQMhPx39xK37cc9nA5xBE66nR9bwAbJES1,22,"7,2,9,27,3,5,4",7,0,0,"“eT OF? FE Te ON a. ee . ae a A , Pein ae Cie See Wie te ho San 7. o . = + : . . eS EN et oy 7 een / nt ee fe “Al BC | Sete eee rot woe Ar Cah . SO ae se ces bee Sa A + ne “ , PES "
baseline,2026-02-28,81,AF1QipPEad0ggMJvfwykUpjpTn0KZfxf_TPTkVf04nqY,23,"5,3,4,2",4,0,0,"Te MAD bgt Nag be AN Se Eee SR ONS = Se SRO Peso 5 st, wo lew . ""3 wy an aed {- . . : he aa . ieee a © ae || RN yt ng 4,* ARNG cx i Shug (ie chy a, ¥, foped fees a Leo ph 4. Saba I"
wide_lower,2026-02-28,81,AF1QipPEad0ggMJvfwykUpjpTn0KZfxf_TPTkVf04nqY,23,"7,3,2,4",4,0,0,"BASSE | LE te ON anda hegre oy oReet, _ yo Le Oia wit we Siete OI. PRT 7 Mote GAR || Tk: iS Ee Ni re uh te a cK f, a sgt is eh Leo Crs Crs “ -e bia a, ¥, foped fees a Pi GEE Rees K"
center_tall,2026-02-28,81,AF1QipPEad0ggMJvfwykUpjpTn0KZfxf_TPTkVf04nqY,23,"2,4",2,0,0,"PIT hee SEN hy Cae Haat we. » Ang a OIA eae \*, PETER RS CUA See Weep Bye [7S ae _\- done Gh || aa ‘— Can \ NS 0% te f, ' ys RW feted ee a Leo ve er wee fg $s: bia Cece: =r ; re en"
left_tall,2026-02-28,81,AF1QipPEad0ggMJvfwykUpjpTn0KZfxf_TPTkVf04nqY,23,"7,4,5,2,1",5,0,0,"ele her ey ate “VS , WN ery . (7 fA AY, COLIN Re ORGS Se SoS. Vee aa . SM, Pascoe 4 5 - : || a ial the! i? (EO “ * * aad ee G nh. te \ 147 aN NS Ad 0% ee Narn a Dee ar A) re airy, "
right_tall,2026-02-28,81,AF1QipPEad0ggMJvfwykUpjpTn0KZfxf_TPTkVf04nqY,23,"2,4",2,0,0,"| \ a ’ . A ANG oo"" Ro oN DSR Ades) _ : ~ a “ ye ae Sk STARA Ay tw ovte> ON. Bore ee a he PAL NT Cate pan ae ae ra eh ame me Sn tO o: en ees Feb ihe a Pm mw te ee, FT Bey LIER . ||"
wide_tall,2026-02-28,81,AF1QipPEad0ggMJvfwykUpjpTn0KZfxf_TPTkVf04nqY,23,"1,4,3,2,25",5,0,0,Paodeh een : We et ea aor ee 9s NS Rm wp oti os VRS RY HES: SETA ERG Ne Saas eee Sete SS RN Ss Sane . Pa FES IEAY BBA Oe ' oS an - YF peal araks eR ty Meee OLS. . || oh my f4 A\s \
narrow_top,2026-02-28,81,AF1QipPEad0ggMJvfwykUpjpTn0KZfxf_TPTkVf04nqY,23,"5,4,2,3,1",5,0,0,". ’ oa , ~~ ” . ren CO phon SIN, Fe ae FA oe IN, FICE SRG be en seen || ‘— Can \ {J a ys SONS sgt @ 5 RW “+ bia a, ¥, feud 72 ros fs: \; 4. a Ras “eee dos RS 2 v's sue The 3 Meek —"
broad_top,2026-02-28,81,AF1QipPEad0ggMJvfwykUpjpTn0KZfxf_TPTkVf04nqY,23,"7,1,4,3,2,25",6,0,0,". . nN . ery. “ oe - ; \ ware Ae oo Anata o ms , Sete KASS f ae ‘ OES Iie Ns ENS Ge ON HES eRe wre mney BREN Sor Tia PR. oN oe fe 7. PN SP Sat . Go EEN TES : EI OT || ee ane . Som,"
baseline,2026-02-28,82,AF1QipNOzHkk4-QYEg_3emd3syx5Z1IN3w8aJct-UBNI,24,"7,8,2,4,1,3",6,0,0,"At tate 7 EL og £8 2 Ooo. Feeyes Pe fa a of OT ae 4 ACD Foland: ROY Ine See rae oS . « RB & we = RAS AS UC ay ee vis a 1 Se MN Se — Se || ante Key ae > TES. ba AYR ‘A ;"" AC {et 3 P"
wide_lower,2026-02-28,82,AF1QipNOzHkk4-QYEg_3emd3syx5Z1IN3w8aJct-UBNI,24,"2,3,4,5",4,0,0,"“we fat A RRS A oe Nien Laat i ENS ree OLE ecegaS SNA eet AS eee pe gi xem i ee ees Rese Os Err as Ry, nis ae Lege Bh SRN Ee BA GRAN Oe) es Ps Sree Se 2 ‘EPR, Se Pe EORN x4 Sicr 2h"
center_tall,2026-02-28,82,AF1QipNOzHkk4-QYEg_3emd3syx5Z1IN3w8aJct-UBNI,24,"2,4,3,5",4,0,0,"S07 2 PSE Ae i ¥ ARSE EAVES, 4 ARE FO8 BR ne Cy eT) ema Tape AT ee eas MN a EE AD BAe yi DA Ba ALS oh See Naver a EEC S Rae EAT NER RE TPE A: AEN ee Peay, -y peatibes 3 eles NS ae,"
left_tall,2026-02-28,82,AF1QipNOzHkk4-QYEg_3emd3syx5Z1IN3w8aJct-UBNI,24,"4,2",2,0,0,"a are J ied ey ce Seppe . ~"" econ oe te: 4 ; Pe as eee Mag. tee been Ue , Died _ von vo . AOR ae rary S a (ae pk eR BN i Z ‘ : ‘a Fee by ae Seale jase pee Men Ge eA, Oe REN este es"
right_tall,2026-02-28,82,AF1QipNOzHkk4-QYEg_3emd3syx5Z1IN3w8aJct-UBNI,24,"7,3,4,32,39,2",6,0,0,"of Sy 7 tw ae. Satins Sar ae Axe nna eae NY ES SIRE aaa gs TN SEU PPR: To way: SEAR a we ONO OAS BESS BUN Yeredas Bees oe, [RSs iw ENP Ta . oy tas PSS SA Pee aE ee EN Sercecte f PI"
wide_tall,2026-02-28,82,AF1QipNOzHkk4-QYEg_3emd3syx5Z1IN3w8aJct-UBNI,24,"5,7,4,2,3,6,20",7,0,0,"ei bed pe ; rages Teer ROT praia RRS Sete Bs a SOU Vane 5 et AR EY Rae Serres Leider Ly ee ON OS Aa eo ee NY | oh ol NET SNE ae ES aeCe 765 Mae eS a Z,7 ce SY ADR eee BAAN ere | ee"
narrow_top,2026-02-28,82,AF1QipNOzHkk4-QYEg_3emd3syx5Z1IN3w8aJct-UBNI,24,"7,32,3,2,8",5,0,0,"g _— as Ce ile a bot J BSN i} +a oo, 7 Yay nee ALOE Peen ae AY ARES Ne eo iz eT eres eee BING hoi nah ON ie es Sone Sai NS UNAS EES Baha AS Be) cuareon eee d are RE aN ¢ || eee) Ss"
broad_top,2026-02-28,82,AF1QipNOzHkk4-QYEg_3emd3syx5Z1IN3w8aJct-UBNI,24,"3,2,4,8",4,0,0,"ss wrens en ah Se a © he —_— _ - Fe: = ’- es ESipcrinnaniey es kee aie L Sa 0 Saree SS FE es reve’ on a i etioed ‘ Y pore NT naa Co * art oo, . OF a ae ° £ Js ait |? a ere , eid pe"
baseline,2026-02-28,83,AF1QipNEys5hf77ERQncizSI1R9M_ZCVJsXn3XcxnI5w,25,"7,5,4",3,0,0,a AS A SER 7 Noh Ks a eS Orman ABR PACER AVA NGA fore Fee SR TT a eye eet UP LANES: tet Ee San SIS: We ees: Sart Bekah Capes en VY Wake ” : ie aes 5 A oO Ree || ale eee: ‘ee a fe S
wide_lower,2026-02-28,83,AF1QipNEys5hf77ERQncizSI1R9M_ZCVJsXn3XcxnI5w,25,"6,4,2,1",4,0,0,"fect) "" wee aos Re ATA y FG cigs ease ee Ag RCE Ce! wt. vf nls wey SS ARO vay oe ROR 6 . ed yh +. Shr’ Pope . oe RA ee ik + Ae Mt OS me CEN pe: Aare Th pte Mbt hie £ ATES Te ar SEA"
center_tall,2026-02-28,83,AF1QipNEys5hf77ERQncizSI1R9M_ZCVJsXn3XcxnI5w,25,"5,1,2,32,4,22,27",7,0,0,"5 As, Seek? ‘ ie So Dcokk “S) sete ALE oy Lo pee ae ca Uke Teva te AS. py ka s te , ar ; EAS | Baie fis Nae) GRY 1: soe 5 ee xt » oe ee eg” ES aXe Fan ee Nels! Rasa ee BS “VL Sighs"
left_tall,2026-02-28,83,AF1QipNEys5hf77ERQncizSI1R9M_ZCVJsXn3XcxnI5w,25,"1,4,6,3,7,33",6,0,0,ag Ras eS i pate h; PY wereld At Oe a ees v pete Pree aca ee: eed EN Bienes AAS re Tee ae Aw Leto “ES Ae aka | ee EAS Pecans K Cases a SES ae ei Sona b 1 BAN fee LAN YK fy 4 oi pt 
right_tall,2026-02-28,83,AF1QipNEys5hf77ERQncizSI1R9M_ZCVJsXn3XcxnI5w,25,"7,4,32,18,2,24,22,5",8,0,0,"7 neg AYA - Sea ed —_—O See Sh : pehe F Ie 8G 4 ee | Ves SA een tea See . aN, EYP Op by Ng ho RR Rast aa Serr Aare : - : PORE AY. Cie “RAS oe Pes, tie LAN) ARS Ae ES aL ‘ Bip eeh a"
wide_tall,2026-02-28,83,AF1QipNEys5hf77ERQncizSI1R9M_ZCVJsXn3XcxnI5w,25,"4,2,5,7,1,29,32,18,22,30",10,0,0,jog 4 iy “2 Rea « aay ra 5) Ay | See es a Rite SSS NEY I : ‘ 7 ate T ey) tats Avo ae Pre ue BEES RG ae ey aa 4d HES RCo ee ey LAVA ae A . art oY aa Gre NE ESL DER CRES hs SA REL PL
narrow_top,2026-02-28,83,AF1QipNEys5hf77ERQncizSI1R9M_ZCVJsXn3XcxnI5w,25,"5,7,2,32",4,0,0,ie aed XEN Wide < rings as og ya 5 . Bye Ry” DES Fa ane Al ne oa OS NE aattt ENCES SEBS Ey VA || A\ 7 7 tt EST oF ‘ i. S ap? ‘Ss se ak ry ad we . 2 td is xe i 32 ae see yin 5! oF a
broad_top,2026-02-28,83,AF1QipNEys5hf77ERQncizSI1R9M_ZCVJsXn3XcxnI5w,25,"4,1,8,7,2,29,32,18,3,22,28,24",12,0,0,"oA ) of eg - _ eo! * . { 4 . “| fia Pa er? a lay BRE ne gd ws fee. Pape WS ‘eee FP\n BS il Care ae OK : Sate, RA, . WARES hd eS EN . SSS GSS 1 ke Poy Me otc erhsre aes ‘ wa RSS Sea"
baseline,2026-02-28,84,AF1QipPsUfaWpyRhZsQFdVQ32Jbeb6r_i36h3t5W9puI,26,"4,7,6",3,0,0,<r Y wy cr 48 ek Re er A Ga a Ae tZ EN SEN a oe penenerees Ty a von Bes! eae LAr aAMe Sree Ar nce Snel Paver AN Bercy See ey AYE eam ph oot BA A Va ean EERE SENS © Ch AR fee ON Rid
wide_lower,2026-02-28,84,AF1QipPsUfaWpyRhZsQFdVQ32Jbeb6r_i36h3t5W9puI,26,"3,9,7,5,4,6,8,27",8,0,0,"‘ , put Oran oe BA Tene Cage 3. aes 9 pe ee be sere VA, Bib 7” fie pan T ee Sank = fie weg Ty A Resear ska) ee CA Gat A oN Ce aes oF Deg hg. Ses Pee Boye PAT EA UG ee nt Cae esr ty"
center_tall,2026-02-28,84,AF1QipPsUfaWpyRhZsQFdVQ32Jbeb6r_i36h3t5W9puI,26,"7,4,5,2,3,1,23",7,0,0,"en ett. Sy eee ; ~o: ion), ae art Bn ra\oe ae eo gta Le pO Easi 548 Vad Be Oi 7 | : a WER ey eTERASS SEAN PaaS * ayy’ Pe eeb ise = > ’ Z on Za a4 \ cee ae = ay “TT” tN Ck ie Fe Bt "
left_tall,2026-02-28,84,AF1QipPsUfaWpyRhZsQFdVQ32Jbeb6r_i36h3t5W9puI,26,"4,7,1,3,2",5,0,0,"MN Mealy? - ayen\ Wee : NUD a VA “4, be Ta Lect meted NSN ACETAL EARS: snes >. a ee ee 4 ‘i as “J - a ¥ . 4 ENGELS Bhs eg oF . _ ™ ave . 7 7 St io VAY ne Pees Woes, Suche ee ae NY "
right_tall,2026-02-28,84,AF1QipPsUfaWpyRhZsQFdVQ32Jbeb6r_i36h3t5W9puI,26,"4,9,5,1,27",5,0,0,"- te <a a eee . ya oR ee ar wR Ro POR Citgo eet ‘i CERES , Bercy lee Leia eet ue Sa Lim Ay SUE tt SA aE sty Rs ‘ —— wats ay 4, teh oft FO been, we Ent ‘Ke Boe *) SAL A Vee eg PA Be"
wide_tall,2026-02-28,84,AF1QipPsUfaWpyRhZsQFdVQ32Jbeb6r_i36h3t5W9puI,26,"7,2,23,9,3,5,25,4,38,27,6,1",12,0,0,"so a at ey Met. Ns ; tis ; Ww aay ae . i et oN Ne pew ta — ms Or aay 7. bed ne Oe . Ye h,¢ » t nae A Se Ae ey "" ah . . = seer) rn ek! oss CHES: Bek - ie ns Ots5 Mine SOUa eee 02 ve"
narrow_top,2026-02-28,84,AF1QipPsUfaWpyRhZsQFdVQ32Jbeb6r_i36h3t5W9puI,26,"7,4,9,3,6,2",6,0,0,"} CA th a wr . 7 Ayct v ea fee NY . an Se ane seaberebek Apiaiest. MSGS ""4 s 4, 9 A. <; sed - “3 ed So Berd $6 Ye “a; “qi esr , af ee kent fey Sia aN Oe re EE oe EOE Ree BY Pre Oy "
broad_top,2026-02-28,84,AF1QipPsUfaWpyRhZsQFdVQ32Jbeb6r_i36h3t5W9puI,26,"4,7,5,2,3,18,29,10,8,25,9,38,6,27,1",15,0,0,"{ a ek lke - of SPAY a an =~ . ~~ Q . =, - Slane cam | 4 are 2H 7 be ax NOS au \ TA aN 5 2 Pe NS > 4 ee: —— — T ran AS Lay ‘ : “~ sa, ee At. a ech Ve tee WS. SERIA BAS ped gs SES! "
baseline,2026-02-28,85,AF1QipOw7mapHrBy7hUZcbIdhXEvbJVXPYN-MnVWdoUK,27,"4,9,5,1,3,2",6,0,0,"Nee ede STNAG 4 © en eat |"" “eG ee Cues aS . ee fare ce iT Asoal “Sat Sra i 9 aN hy ERA Se i RED || TT % 5 \ Ne, od ‘4 a fone 1 ag i aoe 3 By. 2S hs ‘3 ee jee ‘ od ey? 4 ie) wr a r"
wide_lower,2026-02-28,85,AF1QipOw7mapHrBy7hUZcbIdhXEvbJVXPYN-MnVWdoUK,27,"2,1,7,4,9",5,0,0,L) Ls ib) LRA ere pra? Ponte BS Pe De) ALS Soe lean / SS die ti sae WE OA a © ee me be Pea: Ess ety 2 C ck BREE ISS ee OSL SE BOSE ERE SY JE age See ON || “i ae bi ied settee ak os
center_tall,2026-02-28,85,AF1QipOw7mapHrBy7hUZcbIdhXEvbJVXPYN-MnVWdoUK,27,"6,2,4,7,1,3,8,28,33,14",10,0,0,"=f 6 ffra 2 \I4 .* Aa ROR at aes Sirete ty a ape ane) Sra enaeine 4 ea toe Wai age BRS Benne Rey, NiSea Tee ite et are NG ES xe dio t! SET VAY : Say = = 7 Wr pan fe | fin R SAE Eo "
left_tall,2026-02-28,85,AF1QipOw7mapHrBy7hUZcbIdhXEvbJVXPYN-MnVWdoUK,27,"2,6,5,4,3",5,0,0,"mS fra 2 \i4 . f y 6. veer a ee ‘, ' ‘ PERE Fee ATT ""es ted Saas fx ioe) Dae ot RA piri aes cpt , kk aren mat an Rakes Sine Sieg | ' EES ae \ - We i: a OS gay FUGA 5 wh || jd ed By"
right_tall,2026-02-28,85,AF1QipOw7mapHrBy7hUZcbIdhXEvbJVXPYN-MnVWdoUK,27,"2,14,5,9,4,7,1,6,3",9,0,0,"| ; ‘2 14 . ar APT PAT NE Li, * at 5 PY AL as Vee Rag Fi at Sey ‘ ets Se > Tie bk Vs = T PAM eS Le af = fe ia Sects! a“ ood “ hy ee <9 aE NEES Le Hage, Sey : _— 4 ESN eae Nanette G"
wide_tall,2026-02-28,85,AF1QipOw7mapHrBy7hUZcbIdhXEvbJVXPYN-MnVWdoUK,27,"2,4,6,1,3,14",6,0,0,"maf © pera 2 \I4 epee /¢ is: gotta tt ESS an ay Lo3 Sti : PTE ere ATA, PAG Neat Wee Nef Mee BES ie) RLS ae ete 4 Hes Red ‘ Fee A i? erates . “4 CATE Rishg a : . . a — . FEU faye. ."
narrow_top,2026-02-28,85,AF1QipOw7mapHrBy7hUZcbIdhXEvbJVXPYN-MnVWdoUK,27,"4,1,2",3,0,0,"wee , a oe ah \(a\ te ANE me HNN C fyiz j4 <4 acai Aun hy ere lee % Tyo bi eps PSA € re ad fed Ve ef SUS ae aes bs AB io we Shy || pa am 4 \p ww ft \ ? te etapa? ed jd o« al T 1% o"
broad_top,2026-02-28,85,AF1QipOw7mapHrBy7hUZcbIdhXEvbJVXPYN-MnVWdoUK,27,"4,8,2,5,6,1,3,28,37",9,0,0,"OO * - ‘ “ON - 4 Wo No ase [F velar YES . ee , Doe we ad. fa PAT VS [ag Ne . ox Ley ONE) OA Vea fe * SAG REN SEE TN Det No eat ] , We dareieans SSPE Se AVIS See TOSS ' Sab Regs BSA"
baseline,2026-02-28,86,AF1QipPLhP4hNgXDaAMwkaJjzkJSlPBrlSP1h-oCyihI,28,"9,2,3,4,7",5,0,0,"roe. 9 YL MAAN IAA =f eves ae aS ns 2 Airey Jee ‘ Pre BR A: ; ols we \3 RC PY raced + > ee Pee Pa coy. TES: nite, tron we gt Be . vs a Oy ae a eee) oa eat . oc abe | Sen i ae lek e"
wide_lower,2026-02-28,86,AF1QipPLhP4hNgXDaAMwkaJjzkJSlPBrlSP1h-oCyihI,28,"7,4,2,1,3,5",6,0,0,"tem TN “o, nN LP a eens : an ConcSi WLS Ww tN G v Teed ao. Soon ies noe Teak. wy AO AA fu Kor eer hae wea BT “¥ so aye, th saben NS at wags ; un Pat Pes . : NAG _t z ret “ : 7 ih 4"
center_tall,2026-02-28,86,AF1QipPLhP4hNgXDaAMwkaJjzkJSlPBrlSP1h-oCyihI,28,"4,6,1,9,2,8,3",7,0,0,"“say de ob bp, 4\q eee AN vite, = Tn. A CreA NE. igen er Ye Varmits i At — wate ERS 6 en BS: : EU Y Ves ests we . st | EN a a Pere 4 : Caen ny anaes a. Nes fe be a gee ag Sig PEED "
left_tall,2026-02-28,86,AF1QipPLhP4hNgXDaAMwkaJjzkJSlPBrlSP1h-oCyihI,28,"2,1,8,7",4,0,0,"“wy wo és . ’ ' Coan vw eet nA & YN Taree -* - at? R 2, wey ea mK ee ae on, y. an heel RAK om rm sw y eee TONS ES ow Ky TE LO OSI CE SP gh wa gic . 2 SR COA Lm” ir an XS = || ™ ve "
right_tall,2026-02-28,86,AF1QipPLhP4hNgXDaAMwkaJjzkJSlPBrlSP1h-oCyihI,28,"4,6,1,7,5,3",6,0,0,". rv vA . \ he dey . ua Via w nit ‘ ‘ Parr S oe Tm eet coy an MS gah. ar Ms r ~ he ] —e, c . Ma ae ‘ . yar oe ew yrat a) “hae ‘ 4 coy qixtey. ty yes can Ek Shite tee ones eae erg o"
wide_tall,2026-02-28,86,AF1QipPLhP4hNgXDaAMwkaJjzkJSlPBrlSP1h-oCyihI,28,"6,4,2,5,8,1,7,9,28",9,1,0,"‘ so . wn 6 e “4% « a ae ea ee ec ~ VG \ hae tere ey el, & , . ia ey) ea ae _ 4 We eae Sea es Re are : ae “ ‘ ~ 2 TT Yes ON nan ‘ — praas) . 5 Pe ONO a ies so Luin . Ween’ eb SE ee"
narrow_top,2026-02-28,86,AF1QipPLhP4hNgXDaAMwkaJjzkJSlPBrlSP1h-oCyihI,28,"2,7,1",3,0,0,"LD liele ~ . ins a ‘ ry “* : 2 2 ah ' \W - Wt “AN ~ ab . “ for as. AN ‘ A DEG LE ‘ || s] ' ole f ~” 7 | ,>A\ “ Avr 1, a ve. > a ws \s rah om, NI ae oN mes At 1% >. f fy aie ny <we "
broad_top,2026-02-28,86,AF1QipPLhP4hNgXDaAMwkaJjzkJSlPBrlSP1h-oCyihI,28,"5,4,2,7,1,8",6,0,0,"eee VA at lod LA Lares a, . aan *HGFi T 1G). Ver eee Iya ; tee NS mn eee FN SRS Tee eg an prea Sater || Ne | ole G i ‘f a od r \5 TLS *e 4( “~y aaa T |G. aah “2 \ iy weet. ho saw w"
baseline,2026-02-28,87,AF1QipN8lN2IVLqK4sAOJ_vFHm3AXHh9n7uFHwwWGyBK,29,"7,3,4,1",4,0,0,"PeeR ee NG ESR Se % Np tS a yo Tt rr. Tn aed, ’ ee . etl aS ke o : > — 7 || wy Sa A RAS -, Se eae Ree girs i Ke oN I ay 3) SSR wi S08 a van Seen ra oe We el ee I= a agen we ae A we"
